tokens,labels
dh,O
##sg,O
##ov,O
domestic,O
nuclear,O
detection,O
office,O
as,O
the,O
counter,O
##ing,O
weapons,O
of,O
mass,O
destruction,O
office,O
.,O
read,O
more,O
:,O
,O
,O
date: 2020-10-29,O
failed,O
rin,O
##o,O
former,O
governor,O
rick,O
sn,O
##yde,O
##r,O
of,O
michigan,O
was,O
a,O
disaster,O
with,O
respect,O
to,O
the,O
fli,O
##nt,O
water,O
catastrophe,O
",",O
and,O
a,O
very,O
bad,O
governor,O
overall,O
.,O
he,O
hurt,O
so,O
many,O
people,O
with,O
his,O
gross,O
incom,O
##pet,O
##ence,O
.,O
he,O
remind,O
##s,O
me,O
of,O
sleep,O
##y,O
joe,O
!,O
,O
,O
date: 2020-02-20,O
just,O
arrived,O
in,O
colorado,O
",",O
see,O
everyone,O
soon,O
!,O
,O
,O
date: 2020-11-15,O
progress,O
!,O
,O
,O
date: 2020-04-24,O
great,O
conversation,O
with,O
president,O
len,O
##in,O
more,O
##no,O
of,O
the,O
republic,O
of,O
ecuador,O
.,O
we,O
will,O
be,O
sending,O
them,O
des,O
##perat,O
##ely,O
needed,O
venti,O
##lator,O
##s,O
",",O
of,O
which,O
we,O
have,O
recently,O
manufactured,O
many,O
",",O
and,O
helping,O
them,O
in,O
other,O
ways,O
.,O
they,O
are,O
fighting,O
hard,O
against,O
coro,O
##nav,O
##ir,O
##us,O
!,O
,O
,O
date: 2020-06-09,O
“,O
demo,O
##cra,O
##ts,O
&,O
amp,O
;,O
activis,O
##ts,O
call,O
to,O
def,O
##und,O
police,O
departments,O
.,O
they,O
’,O
ve,O
gone,O
so,O
far,O
left,O
that,O
they,O
eat,O
their,O
young,O
.,O
”,O
@,O
mira,O
##nda,O
##dev,O
##ine,O
@,O
ny,O
##post,O
@,O
fox,O
##and,O
##frie,O
##nds,O
,O
,O
date: 2020-11-05,O
detroit,O
absent,O
##ee,O
ball,O
##ot,O
counting,O
cha,O
##os,O
",",O
blocke,O
##d,O
windows,O
and,O
observe,O
##rs,O
via,O
@,O
bre,O
##it,O
##bar,O
##tn,O
##ew,O
##s,O
,O
,O
date: 2020-05-03,O
.,O
.,O
.,O
.,O
fa,O
##ke,O
news,O
got,O
it,O
wrong,O
again,O
",",O
as,O
always,O
",",O
and,O
tens,O
of,O
thousands,O
of,O
lives,O
were,O
save,O
##d,O
by,O
my,O
early,O
ban,O
of,O
china,O
into,O
our,O
country,O
.,O
the,O
people,O
that,O
we,O
’,O
re,O
allowed,O
were,O
heavily,O
scru,O
##tini,O
##zed,O
and,O
tested,O
u,O
.,O
s,O
.,O
citizens,O
",",O
and,O
as,O
such,O
",",O
i,O
welcome,O
them,O
with,O
open,O
arms,O
!,O
,O
,O
date: 2020-09-18,O
on,O
national,O
po,O
##w,O
/,O
mi,O
##a,O
recognition,O
day,O
",",O
the,O
@,O
flo,O
##tus,O
and,O
i,O
honor,O
the,O
men,O
&,O
amp,O
;,O
women,O
of,O
our,O
armed,O
forces,O
who,O
have,O
self,O
##less,O
##ly,O
served,O
our,O
country,O
&,O
amp,O
;,O
made,O
tremendous,O
sacrific,O
##es,O
to,O
defend,O
our,O
liberty,O
.,O
our,O
nation,O
remains,O
committed,O
to,O
accounting,O
for,O
all,O
missing,O
,O
,O
date: 2017-03-28,O
why,O
is,O
##n,O
',O
t,O
the,O
house,O
intelligence,O
committee,O
looking,O
into,O
the,O
bill,O
&,O
amp,O
",",O
hill,O
##ary,O
deal,O
that,O
allowed,O
big,O
uranium,O
to,O
go,O
to,O
russia,O
",",O
russian,O
speech,O
.,O
.,O
.,O
.,O
,O
,O
date: 2019-03-29,O
beaut,O
##if,O
##ul,O
#,O
mag,O
##ara,O
##lly,O
ton,O
##ight,O
in,O
grand,O
rapid,O
##s,O
",",O
michigan,O
-,O
thank,O
you,O
",",O
i,O
love,O
you,O
!,O
make,O
america,O
great,O
again,O
!,O
!,O
,O
,O
date: 2018-12-20,O
congress,O
just,O
passed,O
the,O
criminal,O
justice,O
reform,O
bill,O
known,O
as,O
the,O
#,O
first,O
##ste,O
##pac,O
##t,O
.,O
congratulations,O
!,O
this,O
is,O
a,O
great,O
bi,O
-,O
part,O
##isa,O
##n,O
achievement,O
for,O
everybody,O
.,O
when,O
both,O
parties,O
work,O
together,O
we,O
can,O
keep,O
our,O
country,O
safer,O
.,O
a,O
wonderful,O
thing,O
for,O
the,O
u,O
.,O
s,O
.,O
a,O
.,O
!,O
!,O
,O
,O
date: 2019-12-15,O
so,O
now,O
come,O
##y,O
’,O
s,O
admit,O
##ting,O
he,O
was,O
wrong,O
.,O
wo,O
##w,O
",",O
but,O
he,O
’,O
s,O
only,O
doing,O
so,O
because,O
he,O
got,O
caught,O
red,O
hand,O
##ed,O
.,O
he,O
was,O
actually,O
caught,O
a,O
long,O
time,O
ago,O
.,O
so,O
what,O
are,O
the,O
consequences,O
for,O
his,O
unlawful,O
conduct,O
.,O
could,O
it,O
be,O
years,O
in,O
jai,O
##l,O
?,O
where,O
are,O
the,O
apol,O
##ogie,O
##s,O
to,O
me,O
and,O
others,O
",",O
jim,O
?,O
,O
,O
date: 2017-08-10,O
"""",O
"""",O
"""",O
trump,O
approval,O
rebound,O
##s,O
to,O
45,O
%,O
",",O
surge,O
##s,O
among,O
hispanic,O
##s,O
",",O
union,O
homes,O
",",O
men,O
"""",O
"""",O
,O
,O
date: 2018-10-31,O
paul,O
ryan,O
should,O
be,O
focusing,O
on,O
holding,O
the,O
majority,O
rather,O
than,O
giving,O
his,O
opinions,O
on,O
birth,O
##right,O
citizens,O
##hip,O
",",O
something,O
he,O
knows,O
nothing,O
about,O
!,O
our,O
new,O
republic,O
##an,O
majority,O
will,O
work,O
on,O
this,O
",",O
closing,O
the,O
immigration,O
loop,O
##hole,O
##s,O
and,O
securing,O
our,O
border,O
!,O
,O
,O
date: 2018-08-13,O
just,O
fired,O
agent,O
str,O
##zo,O
##k,O
",",O
formerly,O
of,O
the,O
fb,O
##i,O
",",O
was,O
in,O
charge,O
of,O
the,O
cro,O
##oke,O
##d,O
hill,O
##ary,O
clint,O
##on,O
sham,O
investigation,O
.,O
it,O
was,O
a,O
total,O
fraud,O
on,O
the,O
american,O
public,O
and,O
should,O
be,O
properly,O
red,O
##one,O
!,O
,O
,O
date: 2019-08-31,O
while,O
made,O
##lei,O
##ne,O
west,O
##er,O
##hou,O
##t,O
has,O
a,O
fully,O
enforceable,O
confidentiality,O
agreement,O
",",O
she,O
is,O
a,O
very,O
good,O
person,O
and,O
i,O
don,O
’,O
t,O
think,O
there,O
would,O
ever,O
be,O
reason,O
to,O
use,O
it,O
.,O
she,O
called,O
me,O
yesterday,O
to,O
apologize,O
",",O
had,O
a,O
bad,O
night,O
.,O
i,O
fully,O
understood,O
and,O
for,O
##ga,O
##ve,O
her,O
!,O
i,O
love,O
tiffany,O
",",O
doing,O
great,O
!,O
,O
,O
date: 2019-10-12,O
louisiana,O
—,O
tomorrow,O
",",O
you,O
will,O
head,O
to,O
the,O
poll,O
##s,O
and,O
vote,O
to,O
replace,O
libera,O
##l,O
demo,O
##cra,O
##t,O
john,O
bel,O
edwards,O
with,O
a,O
great,O
new,O
republic,O
##an,O
governor,O
!,O
get,O
out,O
and,O
vote,O
for,O
either,O
@,O
doc,O
##abr,O
##ah,O
##am,O
or,O
@,O
edd,O
##ier,O
##is,O
##pon,O
##e,O
(,O
both,O
great,O
),O
!,O
,O
,O
date: 2019-04-06,O
.,O
.,O
.,O
.,O
it,O
’,O
s,O
powerful,O
common,O
sense,O
immigration,O
laws,O
to,O
stop,O
illegal,O
##s,O
from,O
coming,O
through,O
mexico,O
into,O
the,O
u,O
.,O
s,O
.,O
",",O
and,O
removing,O
them,O
back,O
to,O
their,O
country,O
of,O
origin,O
.,O
until,O
mexico,O
clean,O
##s,O
up,O
this,O
rid,O
##icul,O
##ous,O
&,O
amp,O
",",O
massive,O
migration,O
",",O
we,O
will,O
be,O
focusing,O
on,O
border,O
security,O
",",O
not,O
ports,O
of,O
entry,O
.,O
.,O
.,O
.,O
,O
,O
date: 2018-05-10,O
gin,O
##a,O
has,O
##pel,O
did,O
a,O
spectac,O
##ular,O
job,O
today,O
.,O
there,O
is,O
nobody,O
even,O
close,O
to,O
run,O
the,O
cia,O
!,O
,O
,O
date: 2019-04-18,O
presidential,O
har,O
##ass,O
##ment,O
!,O
,O
,O
date: 2020-05-17,O
ph,O
##yl,O
##lis,O
george,O
was,O
a,O
great,O
person,O
and,O
a,O
true,O
pioneer,O
for,O
women,O
in,O
television,O
.,O
the,O
nfl,O
could,O
not,O
have,O
made,O
a,O
better,O
“,O
pick,O
”,O
when,O
they,O
choose,O
ph,O
##yl,O
##lis,O
to,O
be,O
the,O
first,O
wo,O
##man,O
to,O
represent,O
them,O
.,O
also,O
",",O
a,O
wonderful,O
first,O
lad,O
##y,O
of,O
kentucky,O
as,O
the,O
wi,O
##fe,O
of,O
gov,O
.,O
john,O
y,O
.,O
brown,O
.,O
.,O
.,O
.,O
,O
,O
