tokens,labels
”,O
@,O
alan,O
##ders,O
##h,O
,O
,O
date: 2017-02-25,O
fa,O
##ke,O
news,O
media,O
knowingly,O
does,O
##n,O
',O
t,O
tell,O
the,O
truth,O
.,O
a,O
great,O
dang,O
##er,O
to,O
our,O
country,O
.,O
the,O
failing,O
@,O
ny,O
##times,O
has,O
become,O
a,O
jo,O
##ke,O
.,O
likewise,O
@,O
cn,O
##n,O
.,O
sad,O
!,O
,O
,O
date: 2018-08-25,O
big,O
story,O
out,O
that,O
the,O
fb,O
##i,O
ignore,O
##d,O
tens,O
of,O
thousands,O
of,O
cro,O
##oke,O
##d,O
hill,O
##ary,O
email,O
##s,O
",",O
many,O
of,O
which,O
are,O
really,O
bad,O
.,O
also,O
gave,O
false,O
election,O
info,O
.,O
i,O
feel,O
sure,O
that,O
we,O
will,O
soon,O
be,O
getting,O
to,O
the,O
bottom,O
of,O
all,O
of,O
this,O
corruption,O
.,O
at,O
some,O
point,O
i,O
may,O
have,O
to,O
get,O
involved,O
!,O
,O
,O
date: 2019-05-04,O
rt,O
@,O
ans,O
##hu,O
##lb,O
##lp,O
##199,O
##6,O
:,O
@,O
real,O
##don,O
##ald,O
##tru,O
##mp,O
,O
,O
date: 2018-11-07,O
.,O
.,O
.,O
.,O
unb,O
##eliev,O
##ably,O
lucky,O
to,O
have,O
him,O
and,O
i,O
’,O
m,O
just,O
awe,O
##d,O
at,O
how,O
well,O
they,O
’,O
ve,O
done,O
.,O
it,O
’,O
s,O
all,O
the,O
trump,O
magic,O
-,O
trump,O
is,O
the,O
magic,O
man,O
.,O
incredible,O
",",O
he,O
’,O
s,O
got,O
the,O
entire,O
media,O
against,O
him,O
",",O
attack,O
##ing,O
him,O
every,O
day,O
",",O
and,O
he,O
pull,O
##s,O
out,O
these,O
enormous,O
wins,O
.,O
”,O
ben,O
stein,O
",",O
“,O
the,O
capitali,O
##st,O
code,O
”,O
,O
,O
date: 2019-11-10,O
totally,O
!,O
,O
,O
date: 2018-10-18,O
.,O
@,O
stated,O
##ept,O
@,O
sec,O
##po,O
##mpe,O
##o,O
outside,O
of,O
the,O
west,O
wing,O
after,O
our,O
meeting,O
this,O
morning,O
in,O
the,O
ova,O
##l,O
office,O
.,O
.,O
.,O
,O
,O
date: 2018-10-30,O
congress,O
##wo,O
##man,O
@,O
cath,O
##ym,O
##cm,O
##or,O
##ris,O
of,O
washington,O
state,O
is,O
an,O
incredible,O
leader,O
who,O
is,O
respected,O
by,O
everyone,O
in,O
congress,O
.,O
we,O
need,O
her,O
bad,O
##ly,O
in,O
d,O
.,O
c,O
.,O
to,O
keep,O
building,O
on,O
#,O
mag,O
##a,O
.,O
she,O
has,O
my,O
strong,O
endorsement,O
!,O
,O
,O
date: 2018-09-01,O
“,O
i,O
think,O
today,O
what,O
has,O
happened,O
is,O
that,O
news,O
reporting,O
has,O
become,O
part,O
of,O
the,O
adve,O
##rsa,O
##ry,O
system,O
.,O
”,O
alan,O
der,O
##sho,O
##witz,O
it,O
has,O
become,O
tai,O
##nted,O
and,O
corrupt,O
!,O
dj,O
##t,O
,O
,O
date: 2018-10-31,O
our,O
military,O
is,O
being,O
mobili,O
##zed,O
at,O
the,O
southern,O
border,O
.,O
many,O
more,O
tro,O
##ops,O
coming,O
.,O
we,O
will,O
not,O
let,O
these,O
car,O
##ava,O
##ns,O
",",O
which,O
are,O
also,O
made,O
up,O
of,O
some,O
very,O
bad,O
thu,O
##gs,O
and,O
gan,O
##g,O
members,O
",",O
into,O
the,O
u,O
.,O
s,O
.,O
our,O
border,O
is,O
sac,O
##red,O
",",O
must,O
come,O
in,O
legally,O
.,O
turn,O
around,O
!,O
,O
,O
date: 2020-05-22,O
congress,O
##man,O
mike,O
kelly,O
(,O
@,O
mike,O
##kel,O
##ly,O
##for,O
##pa,O
),O
is,O
an,O
incredible,O
advocate,O
for,O
pennsylvania,O
!,O
he,O
fight,O
##s,O
to,O
lower,O
your,O
taxes,O
",",O
create,O
jobs,O
",",O
protect,O
our,O
borders,O
",",O
and,O
defend,O
the,O
second,O
amendment,O
.,O
mike,O
has,O
my,O
complete,O
and,O
total,O
endorsement,O
!,O
#,O
pa,O
##16,O
,O
,O
date: 2018-10-11,O
thank,O
you,O
eri,O
##e,O
",",O
pennsylvania,O
!,O
remember,O
to,O
get,O
out,O
and,O
vote,O
!,O
#,O
[UNK],O
,O
,O
date: 2019-05-01,O
rt,O
@,O
jc,O
##ry,O
##pto,O
##see,O
##d,O
:,O
@,O
db,O
##ong,O
##ino,O
never,O
supporting,O
a,O
fire,O
##man,O
',O
s,O
ball,O
again,O
.,O
.,O
.,O
,O
,O
date: 2019-11-01,O
oh,O
no,O
",",O
bet,O
##o,O
just,O
dropped,O
out,O
of,O
race,O
for,O
president,O
despite,O
him,O
saying,O
he,O
was,O
“,O
born,O
for,O
this,O
.,O
”,O
i,O
don,O
’,O
t,O
think,O
so,O
!,O
,O
,O
date: 2020-11-15,O
tax,O
filings,O
reveal,O
bid,O
##en,O
cancer,O
charit,O
##y,O
spent,O
millions,O
on,O
salaries,O
",",O
zero,O
on,O
research,O
via,O
@,O
ny,O
##post,O
,O
,O
date: 2018-12-11,O
fa,O
##ke,O
news,O
has,O
it,O
purpose,O
##ly,O
wrong,O
.,O
many,O
",",O
over,O
ten,O
",",O
are,O
vy,O
##ing,O
for,O
and,O
wanting,O
the,O
white,O
house,O
chief,O
of,O
staff,O
position,O
.,O
why,O
would,O
##n,O
’,O
t,O
someone,O
want,O
one,O
of,O
the,O
truly,O
great,O
and,O
meaningful,O
jobs,O
in,O
washington,O
.,O
please,O
report,O
news,O
correctly,O
.,O
thank,O
you,O
!,O
,O
,O
date: 2020-09-23,O
our,O
great,O
rally,O
ton,O
##ight,O
in,O
pennsylvania,O
.,O
tremendous,O
energy,O
!,O
#,O
mag,O
##a,O
,O
,O
date: 2020-08-01,O
peg,O
##gy,O
noo,O
##nan,O
",",O
a,O
“,O
conc,O
##ast,O
”,O
msd,O
##nc,O
@,O
ws,O
##j,O
pu,O
##ppe,O
##t,O
",",O
does,O
##n,O
’,O
t,O
have,O
a,O
clu,O
##e,O
",",O
and,O
has,O
##n,O
’,O
t,O
for,O
many,O
years,O
.,O
never,O
got,O
the,O
“,O
trump,O
thing,O
”,O
.,O
she,O
plays,O
right,O
into,O
the,O
hands,O
of,O
the,O
stu,O
##pid,O
people,O
!,O
,O
,O
date: 2020-04-03,O
the,O
pay,O
##che,O
##ck,O
protection,O
program,O
is,O
now,O
available,O
!,O
#,O
care,O
##sa,O
##ct,O
small,O
business,O
guidance,O
&,O
amp,O
;,O
loan,O
resources,O
:,O
,O
,O
date: 2018-01-12,O
sad,O
##ly,O
",",O
demo,O
##cra,O
##ts,O
want,O
to,O
stop,O
paying,O
our,O
tro,O
##ops,O
and,O
government,O
workers,O
in,O
order,O
to,O
give,O
a,O
sweet,O
##hea,O
##rt,O
deal,O
",",O
not,O
a,O
fair,O
deal,O
",",O
for,O
dac,O
##a,O
.,O
take,O
care,O
of,O
our,O
military,O
",",O
and,O
our,O
country,O
",",O
first,O
!,O
,O
,O
date: 2020-09-12,O
congratulations,O
!,O
#,O
mag,O
##a,O
,O
,O
date: 2019-11-04,O
big,O
rally,O
in,O
kentucky,O
ton,O
##ight,O
for,O
a,O
man,O
who,O
has,O
worked,O
really,O
hard,O
&,O
amp,O
",",O
done,O
a,O
great,O
job,O
",",O
gov,O
@,O
matt,O
##be,O
##vin,O
.,O
kentucky,O
is,O
having,O
the,O
best,O
economic,O
year,O
ever,O
under,O
matt,O
’,O
s,O
leadership,O
.,O
he,O
is,O
a,O
fantastic,O
guy,O
who,O
love,O
##s,O
our,O
military,O
",",O
our,O
vet,O
##s,O
and,O
our,O
2a,O
.,O
vote,O
tuesday,O
!,O
,O
,O
date: 2018-09-03,O
i,O
see,O
that,O
john,O
kerry,O
",",O
the,O
fat,O
##her,O
of,O
the,O
now,O
terminated,O
iran,O
deal,O
",",O
is,O
thinking,O
of,O
running,O
for,O
president,O
.,O
i,O
should,O
only,O
be,O
so,O
lucky,O
-,O
although,O
the,O
field,O
that,O
is,O
currently,O
asse,O
##mbl,O
##ing,O
looks,O
really,O
good,O
-,O
for,O
me,O
!,O
,O
,O
date: 2019-09-29,O
his,O
lies,O
were,O
made,O
in,O
perhaps,O
the,O
most,O
bla,O
##tant,O
and,O
sin,O
##ister,O
manner,O
ever,O
seen,O
in,O
the,O
great,O
chamber,O
.,O
he,O
wrote,O
down,O
and,O
read,O
terribl,O
##e,O
things,O
",",O
then,O
said,O
it,O
was,O
from,O
the,O
mouth,O
of,O
the,O
president,O
of,O
the,O
united,O
states,O
.,O
i,O
want,O
schi,O
##ff,O
questione,O
##d,O
at,O
the,O
highest,O
level,O
for,O
fraud,O
&,O
amp,O
",",O
trea,O
##son,O
.,O
.,O
.,O
.,O
.,O
,O
,O
date: 2019-06-19,O
thank,O
you,O
!,O
#,O
[UNK],O
,O
,O
